DOI,Authors
10.1371/journal.pone.0142527,"Ramalho Suelem D., Sharma Rajgopal, White Jessica K., Aggarwal Neha, Chalasani Anita, Sameni Mansoureh, Moin Kamiar, Vieira Paulo C., Turro Claudia, Kodanko Jeremy J., Sloane Bonnie F."
10.1016/j.jinorgbio.2018.04.019,"Ma Guo-Lan, Bi Xu-Dan, Gao Feng, Feng Zheng, Zhao Dong-Chun, Lin Feng-Jie, Yan Ru, Liu Dandan, Liu Peng, Chen Jingbo, Zhang Hongbin"
10.1016/j.jinorgbio.2016.04.011,"Jovanović Katarina K., Tanić Miljana, Ivanović Ivanka, Gligorijević Nevenka, Dojčinović Biljana P., Radulović Siniša"
10.1021/acs.inorgchem.1c01539,"da Silva Monize M., Ribeiro Gabriel H., de Camargo Mariana S., Ferreira Antônio G., Ribeiro Leandro, Barbosa Marília I. F., Deflon Victor M., Castelli Silvia, Desideri Alessandro, Corrêa Rodrigo S., Ribeiro Arthur B., Nicolella Heloiza D., Ozelin Saulo D., Tavares Denise C., Batista Alzir A."
10.1016/j.poly.2019.02.041,"Basu Uttara, Karges Johannes, Chotard Florian, Balan Cédric, Le Gendre Pierre, Gasser Gilles, Bodio Ewen, Malacea Kabbara Raluca"
10.1016/j.molstruc.2016.01.079,"Rogala Patrycja, Jabłońska – Wawrzycka Agnieszka, Kazimierczuk Katarzyna, Borek Agnieszka, Błażejczyk Agnieszka, Wietrzyk Joanna, Barszcz Barbara"
10.1002/ejic.200900766,"Walker Jesse M., McEwan Alexis, Pycko Roxanne, Tassotto Mary Lynn, Gottardo Christine, Th'ng John, Wang Ruiyao, Spivak Gregory J."
10.3389/fonc.2019.00562,"Neves Sara P., de Carvalho Nanashara C., da Silva Monize M., Rodrigues Ana Carolina B. C., Bomfim Larissa M., Dias Rosane B., Sales Caroline B. S., Rocha Clarissa A. Gurgel, Soares Milena B. P., Batista Alzir A., Bezerra Daniel P."
10.1016/j.ica.2018.06.020,"Omondi Reinner Ochola, Jaganyi Deogratius, Ojwach Stephen Otieno, Fatokun Amos Akintayo"
10.3390/cryst11040367,"Refat Moamen S., Hamza Reham Z., Adam Abdel Majid A., Saad Hosam A., Gobouri Adil A., Al-Salmi Fawziah A., Altalhi Tariq A., El-Megharbel Samy M."
10.1016/j.ica.2019.01.003,"Marques Joana, Silva Artur M.S., Marques Maria Paula M., Braga Susana S."
10.1016/j.poly.2013.05.050,"Ivanović Ivanka, Gligorijević Nevenka, Aranđelović Sandra, Radulović Siniša, Roller Alexander, Keppler Bernhard K., Tešić Živoslav Lj., Grgurić-Šipka Sanja"
10.1016/j.jinorgbio.2018.06.008,"Dias Júlia Scaff Moreira, Silva Henrique Vieira Reis, Ferreira-Silva Guilherme Álvaro, Ionta Marisa, Corrêa Charlane Cimini, Almeida Fernando, Colina-Vegas Legna, Barbosa Marília Imaculada Frazão, Doriguetto Antonio Carlos"
10.1007/s00775-013-1083-4,"Garza-Ortiz Ariadna, Maheswari Palanisamy Uma, Lutz Martin, Siegler Maxime A., Reedijk Jan"
10.1007/s10534-014-9715-x,"Vilanova-Costa Cesar Augusto Sam Tiago, Porto Hellen Karine Paes, Pereira Flávia de Castro, de Lima Aliny Pereira, dos Santos Wagner Batista, Silveira-Lacerda Elisângela de Paula"
10.1007/s11243-013-9690-z,"Sathiyaraj Subbaiyan, Sampath Krishnan, Butcher Ray J., Jayabalakrishnan Chinnasamy"
10.1002/ejic.201000968,"Liu Yanan, Zhang Xiaonian, Zhang Rong, Chen Tianfeng, Wong Yum‐Shing, Liu Jie, Zheng Wen‐Jie"
10.3390/molecules24162861,"Demoro Bruno, Bento-Oliveira Andreia, Marques Fernanda, Costa Pessoa João, Otero Lucía, Gambino Dinorah, F. M. de Almeida Rodrigo, Tomaz Ana Isabel"
10.1039/c7ra00658f,"Cao Jieqiong, Wu Qiong, Zheng Wenjie, Li Li, Mei Wenjie"
10.1021/acs.inorgchem.1c00527,"Lenis-Rojas Oscar A., Cabral Rui, Carvalho Beatriz, Friães Sofia, Roma-Rodrigues Catarina, Fernández Jhonathan A. A., Vila Sabela F., Sanchez Laura, Gomes Clara S. B., Fernandes Alexandra R., Royo Beatriz"
10.1002/aoc.3468,"Mohanraj Maruthachalam, Ayyannan Ganesan, Raja Gunasekaran, Jayabalakrishnan Chinnasamy"
10.1007/s11243-018-00303-1,"Eswaran Jayanthi, Sankar Neethu K., Bhuvanesh Nattamai S. P., Velusamy Kaveri M."
10.1039/c9sc03110c,"Huang Hai, Cao Kaiming, Kong Yaqiong, Yuan Siming, Liu Hongke, Wang Yucai, Liu Yangzhong"
10.1002/jat.3753,"Carnizello Andréa P., Alves Jacqueline M., Pereira Daiane E., Campos Jacqueline C. L., Barbosa Marília I. F., Batista Alzir A., Tavares Denise C."
10.1002/anie.201608094,"Kwong Wai‐Lun, Lam Kar‐Yee, Lok Chun‐Nam, Lai Yau‐Tsz, Lee Pui‐Yan, Che Chi‐Ming"
10.1021/acs.inorgchem.1c02979,"Chakraborty Ayan, Roy Souryadip, Chakraborty Manas Pratim, Roy Shantanu Saha, Purkait Kallol, Koley Tuhin Subhra, Das Rahul, Acharya Moulinath, Mukherjee Arindam"
10.3390/pharmaceutics14112466,"Cseh Klaudia, Geisler Heiko, Stanojkovska Kristina, Westermayr Julia, Brunmayr Philipp, Wenisch Dominik, Gajic Natalie, Hejl Michaela, Schaier Martin, Koellensperger Gunda, Jakupec Michael A., Marquetand Philipp, Kandioller Wolfgang"
10.1016/j.jinorgbio.2023.112361,"Wang Zhen-Feng, Huang Xiao-Qiong, Wu Run-Chun, Xiao Yu, Zhang Shu-Hua"
10.1002/ejic.201501393,"Kuhn Paul‐Steffen, Meier Samuel M., Jovanović Katarina K., Sandler Isolde, Freitag Leon, Novitchi Ghenadie, González Leticia, Radulović Siniša, Arion Vladimir B."
10.1071/CH13269,"Wu Qiong, Wu Jian, Mei Wen-Jie, Wang Qi, Zhang Zhao, Wu Xiao-Hui, Sun Fen-Yong, Wu Wei-Li, Chen Yan-Hua, Hu Xiao-Ying, Tao Yun-Yi"
10.1016/j.ica.2021.120532,"Kanchanadevi Sivaswamy, Fronczek Frank R., Mahalingam Viswanathan"
10.1016/j.poly.2018.10.012,"Qin Qi-Pin, Wang Shu-Long, Tan Ming-Xiong, Luo Dong-Mei, Wang Zhen-Feng, Wei Qing-Min, Wu Xue-Yu, Zou Bi-Qun, Liu Yan-Cheng"
10.3390/molecules28031359,"Al Nasr Ibrahim S., Koko Waleed S., Khan Tariq A., Gürbüz Nevin, Özdemir Ismail, Hamdi Naceur"
10.3390/molecules26072084,"Silva-Caldeira Priscila Pereira, Oliveira Junior Antônio Carlos Almendagna de, Pereira-Maia Elene Cristina"
10.1155/2017/2562780,"da Silva Edinaldo N., da Silva Paulo A. B., Graminha Angélica E., de Oliveira Pollyanna F., Damasceno Jaqueline L., Tavares Denise C., Batista Alzir A., Von Poelhsitz Gustavo"
10.1016/j.matpr.2022.05.354,"Kanaoujiya Rahul, Singh Dharmveer, Minocha Tarun, Yadav Sanjeev Kumar, Srivastava Shekhar"
10.1039/c6dt01464j,"Lord Rianne M., Allison Simon J., Rafferty Karen, Ghandhi Laura, Pask Christopher M., McGowan Patrick C."
10.3390/molecules24112154,"de Melo Ariane C.C., Santana Jaime M.S.V.P., Nunes Kelen J.R.C., Rodrigues Bernardo L., Castilho Nathalia, Gabriel Philipe, Moraes Adolfo H., Marques Mayra de A., de Oliveira Guilherme A.P., de Souza Ívina P., Terenzi Hernán, Pereira-Maia Elene C."
10.1016/j.poly.2019.07.034,"Bi Jiaming, Pay Tianle, Wong Zhen Xuan, Khong Yan Yi, Kueh Ming Xuan, Ng Kai Jie, Lee Peter P.F., Tan Yong Leng Kelvin"
10.1002/aoc.5332,"Vuradi Ravi Kumar, Nambigari Navaneetha, Pendyala Pushpanjali, Gopu Srinivas, Kotha Laxma Reddy, G Deepika, M Vinoda Rani, Sirasani Satyanarayana"
10.1016/j.dyepig.2023.111146,"He Xiangdong, Chen Jun, Wei Lai, Kandawa-Shultz Martha, Shao Guoqiang, Wang Yihong"
10.1007/s00775-009-0549-x,"Wang Fuyi, Habtemariam Abraha, van der Geer Erwin P. L., Deeth Robert J., Gould Robert, Parsons Simon, Sadler Peter J."
10.1016/j.poly.2016.09.031,"Tabrizi Leila, Chiniforoshan Hossein"
10.1016/j.ica.2016.07.050,"O’Riley Hannah A., Levina Aviva, Aitken Jade B., Lay Peter A."
10.1016/j.ejmech.2021.113262,"Teixeira Thallita Monteiro, Arraes Isabela Gasparini, Abreu Davi Carvalho, Oliveira Katia M., Correa Rodrigo S., Batista Alzir A., Braunbeck Thomas, de Paula Silveira Lacerda Elisaângela"
10.1016/j.ica.2017.04.012,"dos Santos Edjane R., Corrêa Rodrigo S., Pozzi Lucas V., Graminha Angelica E., Selistre-de-Araújo Heloisa S., Pavan Fernando R., Batista Alzir A."
10.1039/c3md20237b,"Liu Yanan, Chen Tianfeng, Liu Jie, Wong Yum-Shing"
10.1002/slct.202002670,"Djukić Maja B., Jeremić Marija S., Filipović Ignjat P., Klisurić Olivera R., Jelić Ratomir M., Popović Suzana, Matić Sanja, Onnis Valentina, Matović Zoran D."
10.1002/chir.21980,"Yuan Fang, Chen Xiaojia, Liu Yanan, Zhang Tingting, Sun Dongdong, Liu Jie"
10.1002/aoc.5318,"Lamač Martin, Horáček Michal, Červenková Šťastná Lucie, Karban Jindřich, Sommerová Lucia, Skoupilová Hana, Hrstka Roman, Pinkas Jiří"
10.1002/aoc.5312,"Liu Xue‐Wen, Tang Yu‐Cai, Liu Ning‐Yi, Deng Yuan‐Qing, Wang Shan, Liu Ting, Chen Yuan‐Dao, Lu Ji‐Lin"
10.1139/v10-076,"Kennedy David C., James Brian R."
10.1007/s11243-014-9867-0,"Jiang Guang-Bin, Li Wei, Wang Ji, Han Bing-Jie, Lin Gan-Jian, Xie Yang-Yin, Huang Hong-Liang, Liu Yun-Jun"
10.1016/j.jorganchem.2017.05.024,"He Yihui, Xue Huiying, Zhang Wendian, Wang Li, Xiang Guangya, Li Lei, Shang Xianmei"
10.3390/molecules26113471,"Hu Xia, Liu Ning-Yi, Deng Yuan-Qing, Wang Shan, Liu Ting, Liu Xue-Wen"
10.1039/c0dt00535e,"Ochocki Justyn, Kasprzak Maria, Chęcińska Lilianna, Erxleben Andrea, Zyner Elżbieta, Szmigiero Leszek, Garza-Ortiz Ariadna, Reedijk Jan"
10.1002/cplu.202000516,"Rao Ramdas Nishanth, Panchangam Rajeeva Lochana, Manickam Venkatraman, Balamurali Musuvathi Motilal, Chanda Kaushik"
10.1002/ejic.201800284,"Biancalana Lorenzo, Abdalghani Issam, Chiellini Federica, Zacchini Stefano, Pampaloni Guido, Crucianelli Marcello, Marchetti Fabio"
10.1038/s41598-019-47914-x,"Bomfim Larissa M., de Araujo Fênix A., Dias Rosane B., Sales Caroline B. S., Rocha Clarissa A. Gurgel, Correa Rodrigo S., Soares Milena B. P., Batista Alzir A., Bezerra Daniel P."
10.1016/j.jinorgbio.2019.03.024,"Zhao Jian, Liu Nannan, Sun Shuchen, Gou Shaohua, Wang Xinyi, Wang Zhimei, Li Xiaoyan, Zhang Wenjing"
10.1016/j.jorganchem.2013.10.023,"Ivanović Ivanka, Jovanović Katarina K., Gligorijević Nevenka, Radulović Siniša, Arion Vladimir B., Sheweshein Khalil Salem A.M., Tešić Živoslav Lj., Grgurić-Šipka Sanja"
10.1016/j.ica.2012.04.031,"Bergamini Paola, Marvelli Lorenza, Marchi Andrea, Vassanelli Francesca, Fogagnolo Marco, Formaglio Paolo, Bernardi Tatiana, Gavioli Riccardo, Sforza Fabio"
10.1021/acs.jmedchem.3c01110,"Li Wenjuan, Li Shanhe, Xu Gang, Man Xueyu, Yang Tongfu, Zhang Zhenlei, Liang Hong, Yang Feng"
10.3390/inorganics6040132,"Colina-Vegas Legna, Oliveira Katia M., Cunha Beatriz N., Cominetti Marcia Regina, Navarro Maribel, Azevedo Batista Alzir"
10.1007/s00775-007-0232-z,"Spillane Caitriona B., Fletcher Nicholas C., Rountree Sandra M., van den Berg Hendrik, Chanduloy Severine, Morgan Joy L., Keene F. Richard"
10.1016/j.saa.2019.05.037,"Jiang Guang-Bin, Zhang Wen-Yao, He Miao, Gu Yi-Ying, Bai Lan, Wang Yang-Jie, Yi Qiao-Yan, Du Fan"
10.1016/j.saa.2013.06.030,"Sampath Krishnan, Sathiyaraj Subbaiyan, Jayabalakrishnan Chinnasamy"
10.1016/j.csbj.2018.11.010,"Zhao Xuanhao, Li Li, Yu Gengnan, Zhang Shuangyan, Li Yumei, Wu Qiong, Huang Xiaoting, Mei Wenjie"
10.1016/j.ejmech.2017.11.059,"Teixeira Ricardo G., Brás Ana Rita, Côrte-Real Leonor, Tatikonda Rajendhraprasad, Sanches Anabela, Robalo M. Paula, Avecilla Fernando, Moreira Tiago, Garcia M. Helena, Haukka Matti, Preto Ana, Valente Andreia"
10.1021/acs.inorgchem.8b01988,"Peña Bruno, Saha Sayan, Barhoumi Rola, Burghardt Robert C., Dunbar Kim R."
10.1021/acs.jmedchem.2c01174,"M Manikandan, Gadre Shubhankar, Chhatar Sushanta, Chakraborty Gourav, Ahmed Naushad, Patra Chinmoy, Patra Malay"
10.1007/s10534-013-9622-6,"Wang Chuan, Yu Qianqian, Yang Licong, Liu Yanyu, Sun Dongdong, Huang Yongchao, Zhou Yanhui, Zhang Qianling, Liu Jie"
10.1002/ejic.201601094,"Hahn Eva M., Estrada‐Ortiz Natalia, Han Jiaying, Ferreira Vera F. C., Kapp Tobias G., Correia João D. G., Casini Angela, Kühn Fritz E."
10.1002/chem.201605960,"Basri Aida M., Lord Rianne M., Allison Simon J., Rodríguez‐Bárzano Andrea, Lucas Stephanie J., Janeway Felix D., Shepherd Helena J., Pask Christopher M., Phillips Roger M., McGowan Patrick C."
10.1016/j.jorganchem.2016.09.003,"Tabrizi Leila, Chiniforoshan Hossein"
10.1016/j.jorganchem.2014.12.041,"Su Wei, Tang Zhaofeng, Xiao Qi, Li Peiyuan, Qian Quanquan, Lei Xiaolin, Huang Shan, Peng Binghua, Cui Jianguo, Huang Chusheng"
10.1016/j.poly.2018.01.005,"Silva Henrique Vieira Reis, Dias Júlia Scaff Moreira, Ferreira-Silva Guilherme Álvaro, Vegas Legna Colina, Ionta Marisa, Corrêa Charlane Cimini, Batista Alzir Azevedo, Barbosa Marília Imaculada Frazão, Doriguetto Antônio Carlos"
10.1039/c6ra11391e,"Lai Shang-Hai, Li Wei, Wang Xiu-Zhen, Zhang Cheng, Zeng Chuan-Chuan, Tang Bing, Wan Dan, Liu Yun-Jun"
10.1002/cmdc.201300379,"Du Yanxin, Fu Xiaoyan, Li Hong, Chen Bolai, Guo Yuhai, Su Guoyi, Zhang Hu, Ning Feipeng, Lin Yongpeng, Mei Wenjie, Chen Tianfeng"
10.1016/j.jinorgbio.2013.12.005,"Zhang Jingnan, Yu Qianqian, Li Qian, Yang Licong, Chen Lanmei, Zhou Yanhui, Liu Jie"
10.1016/j.jinorgbio.2018.11.015,"Xu Li, Zhang Pei-Pei, Fang Xiao-Qiang, Liu Yan, Wang Jin-Quan, Zhou Hui-Zhuo, Chen Shu-Ting, Chao Hui"
10.1080/00958972.2016.1243238,"Gichumbi Joel M., Friedrich Holger B., Omondi Bernard, Singh Moganavelli, Naicker Kovashnee, Chenia Hafizah Y."
10.1039/b822725j,"Grguric-Sipka Sanja, Stepanenko Iryna N., Lazic Jelena M., Bartel Caroline, Jakupec Michael A., Arion Vladimir B., Keppler Bernhard K."
10.1039/c7dt03369a,"Broomfield L. M., Alonso-Moreno C., Martin E., Shafir A., Posadas I., Ceña V., Castro-Osma J. A."
10.1039/c4ra07102f,"Han Bing-Jie, Jiang Guang-Bin, Wang Ji, Li Wei, Huang Hong-Liang, Liu Yun-Jun"
10.1016/j.molstruc.2013.04.051,"Sampath K., Sathiyaraj S., Raja G., Jayabalakrishnan C."
10.1016/j.ejmech.2019.02.061,"Moreira Tiago, Francisco Rita, Comsa Elisabeta, Duban-Deweer Sophie, Labas Valérie, Teixeira-Gomes Ana-Paula, Combes-Soia Lucie, Marques Fernanda, Matos António, Favrelle Audrey, Rousseau Cyril, Zinck Philippe, Falson Pierre, Garcia M. Helena, Preto Ana, Valente Andreia"
10.21577/0103-5053.20200076,"Honorato João, Oliveira Katia, Leite Celisnolia, Colina-Vegas Legna, Nóbrega Joaquim, Castellano Eduardo, Ellena Javier, Correa Rodrigo, Batista Alzir"
10.1016/j.ica.2012.09.026,"Matos Cristina P., Valente Andreia, Marques Fernanda, Adão Pedro, Paula Robalo M., de Almeida Rodrigo F.M., Pessoa João Costa, Santos Isabel, Helena Garcia M., Tomaz Ana Isabel"
10.1002/cplu.201600413,"Cross Jasmine M., Blower Tim R., Gallagher Natalie, Gill Jason H., Rockley Kimberly L., Walton James W."
10.1016/j.jinorgbio.2008.03.005,"Tan Caiping, Liu Jie, Chen Lanmei, Shi Shuo, Ji Liangnian"
10.1002/asia.202500059,"Singh Ashok K., Singh Ravindra K., Pandav Kumud, Bano Swaila, Arshi Farha, Kumar Amarendra, Kumar Singh Sudheer, Chandra Ramesh"
10.1021/acs.inorgchem.4c05599,"Guo Lihua, Yang Zhihao, Dong Heqian, Lai Kangning, Fu Hanxiu, Gong Yuwen, Li Susu, Yue Mingbo, Liu Zhe"
10.1021/acs.organomet.8b00132,"Chen Feng, Romero-Canelón Isolda, Soldevila-Barreda Joan J., Song Ji-Inn, Coverdale James P. C., Clarkson Guy J., Kasparkova Jana, Habtemariam Abraha, Wills Martin, Brabec Viktor, Sadler Peter J."
10.1021/acs.organomet.8b00153,"Movassaghi Sanam, Singh Sukhjit, Mansur Aewan, Tong Kelvin K. H., Hanif Muhammad, Holtkamp Hannah U., Söhnel Tilo, Jamieson Stephen M. F., Hartinger Christian G."
10.1021/acs.molpharmaceut.8b00003,"Chow Mun Juinn, Babak Maria V., Tan Kwan Wei, Cheong Mei Chi, Pastorin Giorgia, Gaiddon Christian, Ang Wee Han"
10.1002/chem.201703581,"Novohradsky Vojtech, Yellol Jyoti, Stuchlikova Olga, Santana María Dolores, Kostrhunova Hana, Yellol Gorakh, Kasparkova Jana, Bautista Delia, Ruiz José, Brabec Viktor"
10.3390/cancers13102493,"Kladnik Jerneja, Coverdale James P. C., Kljun Jakob, Burmeister Hilke, Lippman Petra, Ellis Francesca G., Jones Alan M., Ott Ingo, Romero-Canelón Isolda, Turel Iztok"
10.1039/c8nj04515a,"Florindo Pedro R., Pereira Diane M., Borralho Pedro M., Piedade M. F. M., Oliveira M. Conceição, Dias Ana M., Rodrigues Cecília M. P., Fernandes Ana C."
10.1134/s1070363223020202,"Singh A. K., Singh R. K., Arshi F., Singh S. K., Dhariyal K., Khare A., Kumar A., Kumari L., Singh S. K."
10.1002/aoc.3760,"Jone Kirubavathy S., Saranya J., Sathya N., Enoch I. V. M. V., Mosae Selvakumar P., Chitra S."
10.1016/j.jinorgbio.2009.01.019,"Giovagnini L., Mancinetti E., Ronconi L., Sitran S., Marchiò L., Castagliuolo I., Brun P., Trevisan A., Fregona D."
10.1016/j.apmt.2020.100558,"Chen Fangman, Zhang Fan, Shao Dan, Zhang Weibin, Zheng Liqin, Wang Wei, Yang Wendi, Wang Zheng, Chen Jianxin, Dong Wen-fei, Xiao Fangnan, Wu Yunkun"
10.1039/d0cc00472c,"Acharya Sourav, Ghosh Subhashis, Maji Moumita, Parambil Ajmal Roshan Unniram, Singh Sandeep, Mukherjee Arindam"
10.1071/CH09420,"Loughrey Bradley T., Williams Michael L., Carruthers Thomas J., Parsons Peter G., Healy Peter C."
10.1002/ejic.202400402,"Troiano Rubina, Iacopetta Domenico, D'Amato Assunta, Mariconda Annaluisa, Ceramella Jessica, Catalano Alessia, Stefania Sinicropi Maria, Longo Pasquale"
10.1071/ch18637,"Liu Xukui, Zhao Xuanhao, Li Yumei, Zheng Kangdi, Wu Qiong, Mei Wenjie"
10.1021/acs.jmedchem.5c00384,"Wang Huiling, Chen Lei, Mao Zhichen, Liu Shuangqiang, Huang Rizhen, He Ruijie, Zhang Ye, Wei Jianhua"
10.1039/d4dt03377a,"Garrosa-Miró Yoel, Muñoz-Moreno Laura, D'Errico Gerardino, Tancredi Matilde, Carmena M. Jose, Ottaviani M. Francesca, Ortega Paula, de la Mata Javier"
10.1002/anie.201916400,"Karges Johannes, Yempala Thirumal, Tharaud Mickaël, Gibson Dan, Gasser Gilles"
10.1039/c2dt32206d,"Kurzwernhart Andrea, Kandioller Wolfgang, Enyedy Éva A., Novak Maria, Jakupec Michael A., Keppler Bernhard K., Hartinger Christian G."
10.1016/j.jinorgbio.2010.10.004,"Hanif Muhammad, Meier Samuel M., Kandioller Wolfgang, Bytzek Anna, Hejl Michaela, Hartinger Christian G., Nazarov Alexey A., Arion Vladimir B., Jakupec Michael A., Dyson Paul J., Keppler Bernhard K."
10.1016/j.jinorgbio.2008.01.005,"Bratsos Ioannis, Jedner Stephanie, Bergamo Alberta, Sava Gianni, Gianferrara Teresa, Zangrando Ennio, Alessio Enzo"
10.1039/c5dt04781a,"Purkait Kallol, Chatterjee Saptarshi, Karmakar Subhendu, Mukherjee Arindam"
10.1039/c8dt00438b,"Chen Feng, Soldevila-Barreda Joan J., Romero-Canelón Isolda, Coverdale James P. C., Song Ji-Inn, Clarkson Guy J., Kasparkova Jana, Habtemariam Abraha, Brabec Viktor, Wolny Juliusz A., Schünemann Volker, Sadler Peter J."
10.1002/ejic.201500097,"Benabdelouahab Yosra, Muñoz‐Moreno Laura, Frik Malgorzata, de la Cueva‐Alique Isabel, El Amrani Mohammed Amin, Contel María, Bajo Ana M., Cuenca Tomás, Royo Eva"
10.1002/aoc.3852,"Matsheku Asanda C., Chen Marian Y.‐H., Jordaan Sandra, Prince Sharon, Smith Gregory S., Makhubela Banothile C.E."
10.3390/cryst12030340,Alosaimi Eid H.
10.3390/ijms222413482,"Spisz Paulina, Chylewska Agnieszka, Królicka Aleksandra, Ramotowska Sandra, Dąbrowska Aleksandra, Makowski Mariusz"
10.1002/aoc.5177,"Abdel‐Rahman Laila H., El‐Khatib Rafat M., Abdel‐Fatah Shimaa M., Moustafa H., Alsalme Ali M., Nafady Ayman"
10.1039/c7nj03267f,"Meiklejohn Victoria, Depan Dilip, Boudreaux Seth P., Murru Siva, Perkins Richard S., Fronczek Frank. R., Srivastava Radhey S."
10.1002/chem.202403695,"Roy Souryadip, Paul Soumya, Mukherjee Sujato, De Priyadarsi, Mukherjee Arindam"
10.1016/j.jinorgbio.2011.04.002,"Trávníček Zdeněk, Matiková-Maľarová Miroslava, Novotná Radka, Vančo Ján, Štěpánková Kamila, Suchý Pavel"
10.1155/2022/2006451,"Elganzory Hussein H., Hassan Safaa S., Aly Samar A., Abdalla Ehab M."
10.1021/acsabm.4c00689,"Vadakkedathu Palakkeezhillam Vishnunarayanan Namboothiri, Haribabu Jebiti, Kumar Vaishnu Suresh, Manakkadan Vipin, Rasin Puthiyavalappil, Muena Juan Pablo, Dharmasivam Mahendiran, Sreekanth Anandaram"
10.1016/j.jinorgbio.2023.112421,"Huang Yunhou, Huang Shaoling, Wei Wanxing, Wu Yanchun, Jia Limei, Du Yijia, Luo Peng, Pan Weigao"
10.1021/acs.organomet.3c00394,"Vadakkedathu Palakkeezhillam Vishnunarayanan Namboothiri, Haribabu Jebiti, Kumar Vaishnu Suresh, Santibanez Juan F., Manakkadan Vipin, Rasin Puthiyavalappil, Garg Mohit, Bhuvanesh Nattamai, Sreekanth Anandaram"
10.1016/j.ejmech.2024.116909,"Zheng Hongwei, Wang Kai, Ji Dongliang, Liu Xiao, Wang Chen, Jiang Yangyang, Jia Zihan, Xiong Biao, Ling Yong, Miao Jiefei"
10.1021/acs.organomet.6b00440,"Wambang Nathalie, Schifano-Faux Nadège, Martoriati Alain, Henry Natacha, Baldeyrou Brigitte, Bal-Mahieu Christine, Bousquet Till, Pellegrini Sylvain, Meignan Samuel, Cailliau Katia, Goossens Jean-François, Bodart Jean-François, T. Ndifon Peter, Pélinski Lydie"
10.1007/s00775-016-1391-6,"Sun Dongdong, Mou Zhipeng, Li Nuan, Zhang Weiwei, Wang Yazhe, Yang Endong, Wang Weiyun"
10.1039/C2CC31040F,"Kurzwernhart Andrea, Kandioller Wolfgang, Bartel Caroline, Bächler Simone, Trondl Robert, Mühlgassner Gerhard, Jakupec Michael A., Arion Vladimir B., Marko Doris, Keppler Bernhard K., Hartinger Christian G."
10.1039/c8qi00476e,"Xu Zhishan, Kong Deliang, He Xiangdong, Guo Lihua, Ge Xingxing, Liu Xicheng, Zhang Hairong, Li Juanjuan, Yang Yuliang, Liu Zhe"
10.1515/medr-2015-0001,"Kubanik Mario, Tu Jason K. Y., Söhnel Tilo, Hejl Michaela, Jakupec Michael A., Kandioller Wolfgang, Keppler Bernhard K., Hartinger Christian G."
10.1002/ejic.200601149,"Leyva Lida, Sirlin Claude, Rubio Laura, Franco Cecilia, Le Lagadec Ronan, Spencer John, Bischoff Pierre, Gaiddon Christian, Loeffler Jean‐Philippe, Pfeffer Michel"
10.1016/j.jorganchem.2017.05.022,"Ali Moussa, Hamada Adel, Habbita Houda, Weckbach Jennifer, Orvain Christophe, Gaiddon Christian, Pfeffer Michel"
10.1002/adma.202100245,"Li Jia, Zeng Leli, Wang Zheng, Chen Hengxing, Fang Shuo, Wang Jinquan, Cai Chao‐Yun, Xing Enming, Liao Xinxing, Li Zhi‐Wei, Ashby Charles R., Chen Zhe‐Sheng, Chao Hui, Pan Yihang"
10.1039/c9cc05962h,"Qiu Kangqiang, Wen Ya, Ouyang Cheng, Liao Xinxing, Liu Chaofeng, Rees Thomas W., Zhang Qianling, Ji Liangnian, Chao Hui"
10.1039/c3dt33090g,"Chen Yongjie, Lei Wanhua, Jiang Guoyu, Zhou Qianxiong, Hou Yuanjun, Li Chao, Zhang Baowen, Wang Xuesong"
10.1016/j.jorganchem.2015.09.007,"Nyawade Eunice A., Friedrich Holger B., Omondi Bernard, Chenia Hafizah Y., Singh Moganavelli, Gorle Sridevi"
10.1080/00958972.2013.805214,"Xie Yang-Yin, Jiang Guang-Bin, Yao Jun-Hua, Lin Gan-Jian, Huang Hong-Liang, Wang Xiu-Zhen, Liu Yun-Jun"
10.1039/d0ra09418h,"Liu Ruotong, Yuan Chanling, Feng Yin, Qian Jiayi, Huang Xiaoting, Chen Qiutong, Zhou Shuyuan, Ding Yin, Zhai Bingbing, Mei Wenjie, Yao Liangzhong"
